Date,AvgDepthtoGroundwater,Rivercfc,siteID
9/1/2013,153.18,933,11
10/1/2013,126.98,1970,11
11/1/2013,154.78,993,11
12/1/2013,155.98,590,11
1/1/2014,168.78,602,11
2/1/2014,172.78,628,11
3/1/2014,175.08,571,11
4/1/2014,171.48,577,11
5/1/2014,145.08,990,11
6/1/2014,173.88,605,11
7/1/2014,172.68,789,11
8/1/2014,178.48,256,11
9/1/2014,176.08,263,11
10/1/2014,176.08,290,11
11/1/2014,158.08,741,11
12/1/2014,150.88,824,11
1/1/2015,156.58,606,11
2/1/2015,142.68,781,11
3/1/2015,126.58,1600,11
4/1/2015,158.68,567,11
5/1/2015,136.28,1240,11
6/1/2015,96.38,2410,11
7/1/2015,145.78,1020,11
8/1/2015,160.18,695,11
9/1/2015,176.18,287,11
10/1/2015,153.88,762,11
11/1/2015,116.48,1380,11
12/1/2015,105.73,1890,11
1/1/2016,158.18,605,11
2/1/2016,150.48,998,11
3/1/2016,147.74,815,11
4/1/2016,141.68,1080,11
5/1/2016,124.8,1590,11
6/1/2016,115.5,1460,11
7/1/2016,163,656,11
8/1/2016,169.28,395,11
9/1/2016,181.7,257,11
10/1/2016,184.3,134,11
11/1/2016,164.2,604,11
12/1/2016,147.5,780,11
1/1/2017,142.5,825,11
2/1/2017,140.4,923,11
3/1/2017,79.5,3010,11
4/1/2017,76.5,3610,11
5/1/2017,61.5,4860,11
6/1/2017,131.5,1140,11
7/1/2017,167.1,607,11
8/1/2017,,,11
9/1/2017,205.6,399,11
10/1/2017,163.2,576,11
11/1/2017,151.7,1060,11
12/1/2017,148.2,1100,11
1/1/2018,,,11
11/1/2002,,362,12
12/1/2002,135.2,417,12
1/1/2003,135.1,438,12
2/1/2003,133.5,504,12
3/1/2003,136.3,407,12
4/1/2003,132.6,574,12
5/1/2003,132.5,604,12
6/1/2003,136.2,507,12
7/1/2003,136.5,434,12
8/1/2003,141.2,391,12
9/1/2003,148.6,202,12
10/1/2003,147.3,118,12
11/1/2003,143.8,433,12
12/1/2003,145.2,543,12
1/1/2004,153,557,12
2/1/2004,151.7,468,12
3/1/2004,135,815,12
4/1/2004,121.8,1440,12
5/1/2004,112.3,2150,12
6/1/2004,138.6,541,12
7/1/2004,143.9,456,12
8/1/2004,149.7,254,12
9/1/2004,148,224,12
10/1/2004,149.8,163,12
11/1/2004,134.1,707,12
12/1/2004,125.75,975,12
1/1/2005,140.6,768,12
2/1/2005,152,833,12
3/1/2005,210.6,1140,12
4/1/2005,84.9,4420,12
5/1/2005,,,12
6/1/2005,72.6,4250,12
7/1/2005,140.3,446,12
8/1/2005,138.6,532,12
9/1/2005,203,333,12
10/1/2005,208.63,475,12
11/1/2005,141.4,792,12
12/1/2005,121.6,672,12
1/1/2006,139.2,562,12
2/1/2006,138,573,12
3/1/2006,137.6,388,12
4/1/2006,134.2,600,12
5/1/2006,136.6,578,12
6/1/2006,132,737,12
7/1/2006,141.4,414,12
8/1/2006,105.3,1550,12
9/1/2006,127.4,568,12
10/1/2006,121.7,783,12
11/1/2006,116.1,1080,12
12/1/2006,117.5,935,12
1/1/2007,131.1,601,12
2/1/2007,122,815,12
3/1/2007,103.8,2060,12
4/1/2007,122.8,1150,12
5/1/2007,96.3,2580,12
6/1/2007,121.2,1050,12
7/1/2007,133.96,492,12
8/1/2007,141.26,476,12
9/1/2007,153.16,394,12
10/1/2007,146.96,307,12
11/1/2007,128.46,678,12
12/1/2007,117.86,779,12
1/1/2008,124.46,811,12
2/1/2008,125.86,1030,12
3/1/2008,91.16,2440,12
4/1/2008,81.26,3030,12
5/1/2008,79.96,2930,12
6/1/2008,83.66,3240,12
7/1/2008,113.16,911,12
8/1/2008,136.76,578,12
9/1/2008,153.46,506,12
10/1/2008,148.86,366,12
11/1/2008,142.46,505,12
12/1/2008,154.46,479,12
1/1/2009,146.16,788,12
2/1/2009,130.56,649,12
3/1/2009,117.66,822,12
4/1/2009,108.46,1700,12
5/1/2009,63.76,4110,12
6/1/2009,92.36,2390,12
7/1/2009,130.56,699,12
8/1/2009,139.86,492,12
9/1/2009,156.26,436,12
10/1/2009,179.56,381,12
11/1/2009,163.66,575,12
12/1/2009,171.06,518,12
1/1/2010,166.16,671,12
2/1/2010,172.46,680,12
3/1/2010,174.36,751,12
4/1/2010,94.36,3030,12
5/1/2010,78.16,3530,12
6/1/2010,131.66,947,12
7/1/2010,150.36,540,12
8/1/2010,139.16,854,12
9/1/2010,166.86,477,12
10/1/2010,190.76,224,12
11/1/2010,169.16,468,12
12/1/2010,130.36,1310,12
1/1/2011,160.86,599,12
2/1/2011,170.16,631,12
3/1/2011,174.5,618,12
4/1/2011,181.56,514,12
5/1/2011,167.46,717,12
6/1/2011,161.06,716,12
7/1/2011,178.56,550,12
8/1/2011,175.16,544,12
9/1/2011,162.96,218,12
10/1/2011,150.66,242,12
11/1/2011,123.36,985,12
12/1/2011,137.86,967,12
1/1/2012,165.86,537,12
2/1/2012,139.16,585,12
3/1/2012,138.86,939,12
4/1/2012,110.06,955,12
5/1/2012,142.96,629,12
6/1/2012,142.76,683,12
7/1/2012,184.46,296,12
8/1/2012,182.76,213,12
9/1/2012,190.76,113,12
10/1/2012,173.86,242,12
11/1/2012,160.46,285,12
12/1/2012,144.66,791,12
1/1/2013,178.56,322,12
2/1/2013,179.96,457,12
3/1/2013,175.46,399,12
4/1/2013,176.26,486,12
5/1/2013,174.46,608,12
6/1/2013,183.96,438,12
7/1/2013,179.06,126,12
8/1/2013,173.86,81,12
9/1/2013,141.66,836,12
10/1/2013,124.46,1970,12
11/1/2013,142.06,900,12
12/1/2013,140.96,590,12
1/1/2014,161.66,602,12
2/1/2014,164.56,628,12
3/1/2014,163.96,571,12
4/1/2014,163.16,577,12
5/1/2014,141.56,990,12
6/1/2014,163.76,605,12
7/1/2014,164.86,789,12
8/1/2014,170.66,328,12
9/1/2014,157.46,341,12
10/1/2014,168.56,328,12
11/1/2014,144.66,717,12
12/1/2014,142.46,824,12
1/1/2015,145.76,642,12
2/1/2015,137.26,756,12
3/1/2015,140.26,939,12
4/1/2015,152.66,568,12
5/1/2015,138.76,1240,12
6/1/2015,102.76,2410,12
7/1/2015,147.58,1020,12
8/1/2015,157.56,695,12
9/1/2015,169.66,254,12
10/1/2015,140.86,621,12
11/1/2015,121.06,1430,12
12/1/2015,122.26,1750,12
1/1/2016,156.86,605,12
2/1/2016,147.86,982,12
3/1/2016,142.12,866,12
4/1/2016,140.02,1070,12
5/1/2016,117.02,1850,12
6/1/2016,122.92,1460,12
7/1/2016,160.42,656,12
8/1/2016,174.32,375,12
9/1/2016,182.12,254,12
10/1/2016,175.62,122,12
11/1/2016,152.62,524,12
12/1/2016,144.02,780,12
1/1/2017,142.12,825,12
2/1/2017,141.42,936,12
3/1/2017,80.62,2730,12
4/1/2017,78.12,3610,12
5/1/2017,54.12,5310,12
6/1/2017,132.02,1140,12
7/1/2017,163.42,607,12
8/1/2017,198.32,431,12
9/1/2017,227.02,387,12
10/1/2017,166.42,582,12
11/1/2017,150.82,1060,12
12/1/2017,153.62,1100,12
1/1/2018,168.62,,12
4/1/2003,117.6,388,13
5/1/2003,102,634,13
6/1/2003,115.2,507,13
7/1/2003,117.8,434,13
8/1/2003,118,391,13
9/1/2003,120,202,13
10/1/2003,126.6,118,13
11/1/2003,124,442,13
12/1/2003,123.2,543,13
1/1/2004,127.6,557,13
2/1/2004,127.8,468,13
3/1/2004,115.5,815,13
4/1/2004,87.1,1440,13
5/1/2004,128.6,2150,13
6/1/2004,120,541,13
7/1/2004,125.2,456,13
8/1/2004,122.75,254,13
9/1/2004,131.25,224,13
10/1/2004,152.2,163,13
11/1/2004,141.2,790,13
12/1/2004,112.8,967,13
1/1/2005,120.4,768,13
2/1/2005,114,857,13
3/1/2005,99.75,1140,13
4/1/2005,-9.2,4410,13
5/1/2005,-20.4,5590,13
6/1/2005,,,13
7/1/2005,136.75,446,13
8/1/2005,139.5,532,13
9/1/2005,153.5,333,13
10/1/2005,142.75,475,13
11/1/2005,137.75,792,13
12/1/2005,141.5,665,13
1/1/2006,146.88,562,13
2/1/2006,158.5,573,13
3/1/2006,133.38,403,13
4/1/2006,130.75,600,13
5/1/2006,128.5,578,13
6/1/2006,124.4,737,13
7/1/2006,126,414,13
8/1/2006,101.2,1550,13
9/1/2006,138.2,350,13
10/1/2006,110.7,785,13
11/1/2006,110.8,1090,13
12/1/2006,118,935,13
1/1/2007,131.2,637,13
2/1/2007,127.7,840,13
3/1/2007,52.9,2130,13
4/1/2007,91.5,1200,13
5/1/2007,9,3700,13
6/1/2007,94.6,1080,13
7/1/2007,110.88,535,13
8/1/2007,115.58,459,13
9/1/2007,121.98,396,13
10/1/2007,129.58,283,13
11/1/2007,106.98,670,13
12/1/2007,107.68,747,13
1/1/2008,110.48,796,13
2/1/2008,105.58,1040,13
3/1/2008,35.58,2300,13
4/1/2008,28.68,2940,13
5/1/2008,34.48,2920,13
6/1/2008,31.08,2710,13
7/1/2008,103.88,809,13
8/1/2008,114.38,562,13
9/1/2008,117.78,507,13
10/1/2008,116.58,345,13
11/1/2008,120.58,412,13
12/1/2008,118.58,613,13
1/1/2009,113.78,794,13
2/1/2009,115.28,706,13
3/1/2009,98.78,863,13
4/1/2009,79.38,1600,13
5/1/2009,6.08,3920,13
6/1/2009,66.98,2160,13
7/1/2009,108.08,876,13
8/1/2009,108.98,652,13
9/1/2009,117.98,436,13
10/1/2009,117.98,429,13
11/1/2009,112.58,575,13
12/1/2009,119.38,625,13
1/1/2010,116.28,671,13
2/1/2010,117.58,632,13
3/1/2010,103.28,753,13
4/1/2010,13.18,3580,13
5/1/2010,49.48,3110,13
6/1/2010,104.78,887,13
7/1/2010,119.98,502,13
8/1/2010,104.98,651,13
9/1/2010,95.38,1450,13
10/1/2010,133.78,225,13
11/1/2010,112.88,567,13
12/1/2010,95.02,1310,13
1/1/2011,114.68,683,13
2/1/2011,121.18,776,13
3/1/2011,112.98,588,13
4/1/2011,106.88,624,13
5/1/2011,97.38,738,13
6/1/2011,104.48,694,13
7/1/2011,111.18,613,13
8/1/2011,102.58,541,13
9/1/2011,118.78,218,13
10/1/2011,122.08,251,13
11/1/2011,93.98,1020,13
12/1/2011,103.28,967,13
1/1/2012,121.18,523,13
2/1/2012,116.18,588,13
3/1/2012,89.38,1020,13
4/1/2012,81.78,955,13
5/1/2012,101.58,620,13
6/1/2012,99.28,679,13
7/1/2012,118.08,296,13
8/1/2012,111.68,316,13
9/1/2012,133.08,109,13
10/1/2012,128.58,141,13
11/1/2012,124.68,301,13
12/1/2012,103.88,631,13
1/1/2013,130.08,316,13
2/1/2013,123.08,464,13
3/1/2013,111.08,446,13
4/1/2013,114.28,481,13
5/1/2013,113,583,13
6/1/2013,114.4,438,13
7/1/2013,124.8,89,13
8/1/2013,128.9,197,13
9/1/2013,88.7,933,13
10/1/2013,106.5,1830,13
11/1/2013,106.7,781,13
12/1/2013,118.1,558,13
1/1/2014,114.88,554,13
2/1/2014,119.8,530,13
3/1/2014,107.1,575,13
4/1/2014,116.6,591,13
5/1/2014,96.68,827,13
6/1/2014,107.78,631,13
7/1/2014,108.88,452,13
8/1/2014,119.98,262,13
9/1/2014,114.68,363,13
10/1/2014,114.08,361,13
11/1/2014,101.23,631,13
12/1/2014,99.68,818,13
1/1/2015,109.88,607,13
2/1/2015,101.98,781,13
3/1/2015,107.98,605,13
4/1/2015,109.6,619,13
5/1/2015,51.38,2470,13
6/1/2015,58.68,2230,13
7/1/2015,93.08,1020,13
8/1/2015,108.78,530,13
9/1/2015,120.08,254,13
10/1/2015,126.98,184,13
11/1/2015,85.68,1320,13
12/1/2015,75.35,1890,13
1/1/2016,115.18,614,13
2/1/2016,109.08,881,13
3/1/2016,98.28,978,13
4/1/2016,96.58,1070,13
5/1/2016,80.48,1690,13
6/1/2016,69.08,1690,13
7/1/2016,115.88,614,13
8/1/2016,122.18,375,13
9/1/2016,128.58,251,13
10/1/2016,149.88,110,13
11/1/2016,117.78,454,13
12/1/2016,107.48,765,13
1/1/2017,101.98,855,13
2/1/2017,100.38,961,13
3/1/2017,62.18,2390,13
4/1/2017,14.58,3560,13
5/1/2017,-22.72,5120,13
6/1/2017,94.98,1110,13
7/1/2017,119.88,479,13
8/1/2017,118.38,395,13
9/1/2017,118.88,387,13
10/1/2017,111.08,582,13
11/1/2017,92.18,1130,13
12/1/2017,99.38,1130,13
1/1/2018,117.88,,13
10/1/2003,173.1,42,14
11/1/2003,164.6,481,14
12/1/2003,145.3,520,14
1/1/2004,151.9,593,14
2/1/2004,141.1,537,14
3/1/2004,146.2,519,14
4/1/2004,145.2,1350,14
5/1/2004,89.4,2230,14
6/1/2004,110.9,140,14
7/1/2004,156.5,18,14
8/1/2004,166.6,344,14
9/1/2004,191,3,14
10/1/2004,176.4,166,14
11/1/2004,167.7,741,14
12/1/2004,161.6,970,14
1/1/2005,171.3,766,14
2/1/2005,173.4,989,14
3/1/2005,85.3,1180,14
4/1/2005,62.7,2930,14
5/1/2005,85,4830,14
6/1/2005,132.2,3790,14
7/1/2005,69.3,197,14
8/1/2005,98.8,765,14
9/1/2005,161.5,54,14
10/1/2005,167.9,472,14
11/1/2005,173.9,823,14
12/1/2005,156.3,724,14
1/1/2006,156.1,536,14
2/1/2006,161,620,14
3/1/2006,99.6,176,14
4/1/2006,94.5,204,14
5/1/2006,93.4,180,14
6/1/2006,147,166,14
7/1/2006,138.2,168,14
8/1/2006,113.6,1860,14
9/1/2006,117.4,95,14
10/1/2006,118.6,1490,14
11/1/2006,134.1,1320,14
12/1/2006,145.1,1320,14
1/1/2007,155.7,946,14
2/1/2007,153.7,946,14
3/1/2007,144.5,1490,14
4/1/2007,68.8,1090,14
5/1/2007,48.8,3000,14
6/1/2007,71.8,624,14
7/1/2007,131.08,62,14
8/1/2007,171.08,24,14
9/1/2007,181.98,27,14
10/1/2007,184.88,126,14
11/1/2007,140.58,820,14
12/1/2007,122.58,962,14
1/1/2008,124.78,931,14
2/1/2008,99.78,1180,14
3/1/2008,115.38,1900,14
4/1/2008,35.28,2570,14
5/1/2008,35.68,2610,14
6/1/2008,45.58,2580,14
7/1/2008,100.38,893,14
8/1/2008,139.18,744,14
9/1/2008,165.18,148,14
10/1/2008,170.08,440,14
11/1/2008,134.18,520,14
12/1/2008,150.48,548,14
1/1/2009,138.78,727,14
2/1/2009,143.78,781,14
3/1/2009,146.58,547,14
4/1/2009,85.18,882,14
5/1/2009,51.98,3450,14
6/1/2009,56.78,1440,14
7/1/2009,131.38,73,14
8/1/2009,164.78,167,14
9/1/2009,181.18,240,14
10/1/2009,134.28,90,14
11/1/2009,153.28,346,14
12/1/2009,173.48,679,14
1/1/2010,176.78,751,14
2/1/2010,179.18,729,14
3/1/2010,161.88,598,14
4/1/2010,110.48,2650,14
5/1/2010,49.88,1710,14
6/1/2010,62.28,774,14
7/1/2010,141.78,81,14
8/1/2010,162.98,604,14
9/1/2010,187.98,110,14
10/1/2010,187.28,51,14
11/1/2010,166.58,570,14
12/1/2010,131.48,934,14
1/1/2011,141.08,797,14
2/1/2011,150.48,640,14
3/1/2011,98.28,378,14
4/1/2011,121.68,153,14
5/1/2011,123.48,332,14
6/1/2011,159.38,193,14
7/1/2011,177.38,21,14
8/1/2011,191.38,15,14
9/1/2011,202.18,46,14
10/1/2011,208.18,63,14
11/1/2011,161.38,1030,14
12/1/2011,160.48,1030,14
1/1/2012,173.78,683,14
2/1/2012,173.08,716,14
3/1/2012,172.58,717,14
4/1/2012,150.98,647,14
5/1/2012,175.88,457,14
6/1/2012,115.88,125,14
7/1/2012,165.78,68,14
8/1/2012,207.68,10,14
9/1/2012,217.18,10,14
10/1/2012,230.8,8,14
11/1/2012,228.8,375,14
12/1/2012,166.38,731,14
1/1/2013,184.98,447,14
2/1/2013,182.58,548,14
3/1/2013,201.18,231,14
4/1/2013,112.78,169,14
5/1/2013,124.06,197,14
6/1/2013,169.26,45,14
7/1/2013,196.56,70,14
8/1/2013,211.66,45,14
9/1/2013,178.86,6440,14
10/1/2013,144.66,970,14
11/1/2013,164.86,1080,14
12/1/2013,174.76,744,14
1/1/2014,184.26,580,14
2/1/2014,185.86,590,14
3/1/2014,190.86,301,14
4/1/2014,206.46,181,14
5/1/2014,178.78,664,14
6/1/2014,140.28,167,14
7/1/2014,172.28,337,14
8/1/2014,189.98,521,14
9/1/2014,215.48,205,14
10/1/2014,205.58,152,14
11/1/2014,170.18,823,14
12/1/2014,150.88,805,14
1/1/2015,165.88,656,14
2/1/2015,164.28,724,14
3/1/2015,174.28,626,14
4/1/2015,186.08,360,14
5/1/2015,159.38,710,14
6/1/2015,121.98,1850,14
7/1/2015,148.28,486,14
8/1/2015,170.18,223,14
9/1/2015,193.18,46,14
10/1/2015,196.78,60,14
11/1/2015,152.68,1140,14
12/1/2015,155.88,1630,14
1/1/2016,184.58,893,14
2/1/2016,186.18,857,14
3/1/2016,179.18,976,14
4/1/2016,200.58,394,14
5/1/2016,195.48,570,14
6/1/2016,172.88,974,14
7/1/2016,156.18,81,14
8/1/2016,186.98,363,14
9/1/2016,206.18,61,14
10/1/2016,219.18,39,14
11/1/2016,216.88,515,14
12/1/2016,186.88,807,14
1/1/2017,170.38,1100,14
2/1/2017,154.48,1060,14
3/1/2017,158.88,1570,14
4/1/2017,152.68,,14
5/1/2017,143.08,4310,14
6/1/2017,156.98,631,14
7/1/2017,192.68,79,14
8/1/2017,160.68,308,14
9/1/2017,201.78,53,14
10/1/2017,190.08,531,14
11/1/2017,185.48,1270,14
12/1/2017,182.78,1250,14
1/1/2018,201.68,,14
6/1/2003,119.8,15,15
7/1/2003,120.2,0,15
8/1/2003,111.8,0,15
9/1/2003,114.8,12,15
10/1/2003,116.6,16,15
11/1/2003,87.4,543,15
12/1/2003,92.5,495,15
1/1/2004,80.8,584,15
2/1/2004,84.6,475,15
3/1/2004,81.2,495,15
4/1/2004,60.5,935,15
5/1/2004,43.3,2140,15
6/1/2004,112.2,87,15
7/1/2004,130.4,6,15
8/1/2004,147.8,70,15
9/1/2004,116.7,0,15
10/1/2004,109.5,109,15
11/1/2004,87.4,651,15
12/1/2004,72.3,937,15
1/1/2005,75.8,747,15
2/1/2005,65.7,1010,15
3/1/2005,69.1,1120,15
4/1/2005,32.3,3270,15
5/1/2005,24.6,4860,15
6/1/2005,43.9,3540,15
7/1/2005,110.8,161,15
8/1/2005,114.1,,15
9/1/2005,132,,15
10/1/2005,105.8,319,15
11/1/2005,97,,15
12/1/2005,93,,15
1/1/2006,97.7,,15
2/1/2006,98.7,,15
3/1/2006,111.1,106,15
4/1/2006,99.2,213,15
5/1/2006,111.9,121,15
6/1/2006,109.2,230,15
7/1/2006,118.6,29,15
8/1/2006,75.9,1590,15
9/1/2006,,22,15
10/1/2006,78.6,1010,15
11/1/2006,76.8,1030,15
12/1/2006,81.5,920,15
1/1/2007,90.7,684,15
2/1/2007,85.6,836,15
3/1/2007,68.2,1140,15
4/1/2007,70.5,905,15
5/1/2007,63.9,1540,15
6/1/2007,86.1,562,15
7/1/2007,120.3,51,15
8/1/2007,123,32,15
9/1/2007,129.5,21,15
10/1/2007,126.6,20,15
11/1/2007,92.7,767,15
12/1/2007,76.9,1070,15
1/1/2008,82.38,822,15
2/1/2008,82.6,1030,15
3/1/2008,59.54,1980,15
4/1/2008,42,2670,15
5/1/2008,46.5,2990,15
6/1/2008,56.36,2390,15
7/1/2008,84.1,714,15
8/1/2008,99.3,336,15
9/1/2008,113.9,95,15
10/1/2008,106.3,245,15
11/1/2008,98.4,651,15
12/1/2008,99,563,15
1/1/2009,87.1,797,15
2/1/2009,92,660,15
3/1/2009,88.6,469,15
4/1/2009,78.1,972,15
5/1/2009,40.8,4030,15
6/1/2009,60.6,1520,15
7/1/2009,129.3,76,15
8/1/2009,113.5,212,15
9/1/2009,114.5,201,15
10/1/2009,109.3,69,15
11/1/2009,93.4,690,15
12/1/2009,93.6,618,15
1/1/2010,89.5,760,15
2/1/2010,88.3,752,15
3/1/2010,92.4,535,15
4/1/2010,44.3,2270,15
5/1/2010,61,1340,15
6/1/2010,99.8,362,15
7/1/2010,111.9,67,15
8/1/2010,108.6,157,15
9/1/2010,119.8,35,15
10/1/2010,123.5,23,15
11/1/2010,95.6,637,15
12/1/2010,84,1110,15
1/1/2011,,773,15
2/1/2011,93,635,15
3/1/2011,95.4,406,15
4/1/2011,100.5,45,15
5/1/2011,106.6,290,15
6/1/2011,119.2,112,15
7/1/2011,127.5,14,15
8/1/2011,129.3,12,15
9/1/2011,124.1,40,15
10/1/2011,126.4,74,15
11/1/2011,90.1,998,15
12/1/2011,74.8,1060,15
1/1/2012,92.7,635,15
2/1/2012,89.7,720,15
3/1/2012,90.8,779,15
4/1/2012,80.4,775,15
5/1/2012,98.6,320,15
6/1/2012,119,92,15
7/1/2012,130.7,13,15
8/1/2012,126.2,40,15
9/1/2012,137.88,16,15
10/1/2012,135.25,7,15
11/1/2012,111.4,451,15
12/1/2012,91.8,723,15
1/1/2013,108,389,15
2/1/2013,100.6,444,15
3/1/2013,106.8,186,15
4/1/2013,114,137,15
5/1/2013,116.8,132,15
6/1/2013,132,24,15
7/1/2013,132.5,20,15
8/1/2013,140.8,14,15
9/1/2013,86.7,1390,15
10/1/2013,111.8,158,15
11/1/2013,84.6,854,15
12/1/2013,93.4,619,15
1/1/2014,98.2,553,15
2/1/2014,100,539,15
3/1/2014,96.9,289,15
4/1/2014,115.3,99,15
5/1/2014,91.06,543,15
6/1/2014,119.46,130,15
7/1/2014,101.36,181,15
8/1/2014,115.06,73,15
9/1/2014,118.83,12,15
10/1/2014,118.16,105,15
11/1/2014,91.46,702,15
12/1/2014,85.66,812,15
1/1/2015,90.2,618,15
2/1/2015,84.08,779,15
3/1/2015,90.33,594,15
4/1/2015,105.56,150,15
5/1/2015,90.96,785,15
6/1/2015,73.96,1820,15
7/1/2015,95.66,463,15
8/1/2015,107.06,141,15
9/1/2015,129.16,13,15
10/1/2015,,,15
11/1/2015,67.46,1390,15
12/1/2015,56.46,1890,15
1/1/2016,89.66,665,15
2/1/2016,83,837,15
3/1/2016,83.6,650,15
4/1/2016,91.2,482,15
5/1/2016,86.8,798,15
6/1/2016,84.8,960,15
7/1/2016,117.3,80,15
8/1/2016,121.8,47,15
9/1/2016,132.6,34,15
10/1/2016,130.1,14,15
11/1/2016,96.5,560,15
12/1/2016,84.8,806,15
1/1/2017,78.8,899,15
2/1/2017,77.7,1040,15
3/1/2017,55,1940,15
4/1/2017,41.3,3050,15
5/1/2017,18.8,4420,15
6/1/2017,85.3,754,15
7/1/2017,129.9,66,15
8/1/2017,120.2,97,15
9/1/2017,132.9,20,15
10/1/2017,86.1,517,15
11/1/2017,72.8,1280,15
12/1/2017,78.2,1100,15
1/1/2018,92.9,,15
6/1/2003,179.6,15,16
7/1/2003,184.7,0,16
8/1/2003,177.6,0,16
9/1/2003,175.13,12,16
10/1/2003,173.75,16,16
11/1/2003,142.9,543,16
12/1/2003,138.8,495,16
1/1/2004,135.8,584,16
2/1/2004,140.6,475,16
3/1/2004,135.6,495,16
4/1/2004,115.8,935,16
5/1/2004,100.2,2140,16
6/1/2004,175,87,16
7/1/2004,193,6,16
8/1/2004,210.8,70,16
9/1/2004,186.8,0,16
10/1/2004,172.9,109,16
11/1/2004,144.6,651,16
12/1/2004,126.6,937,16
1/1/2005,130,747,16
2/1/2005,120.8,1010,16
3/1/2005,125.6,1120,16
4/1/2005,81.4,3270,16
5/1/2005,64.2,4860,16
6/1/2005,98.2,3540,16
7/1/2005,174.7,161,16
8/1/2005,174.25,,16
9/1/2005,199.9,,16
10/1/2005,168.4,319,16
11/1/2005,158,,16
12/1/2005,150.6,,16
1/1/2006,156.4,,16
2/1/2006,156.4,,16
3/1/2006,170.2,106,16
4/1/2006,169.8,213,16
5/1/2006,174.7,121,16
6/1/2006,176.2,230,16
7/1/2006,182,29,16
8/1/2006,133.6,1590,16
9/1/2006,181.5,21,16
10/1/2006,138,1010,16
11/1/2006,133,1030,16
12/1/2006,137.2,920,16
1/1/2007,147.8,684,16
2/1/2007,141.9,836,16
3/1/2007,122.9,1140,16
4/1/2007,122.4,905,16
5/1/2007,111.3,1540,16
6/1/2007,145.9,562,16
7/1/2007,180.52,51,16
8/1/2007,186.22,32,16
9/1/2007,191.32,21,16
10/1/2007,185.42,20,16
11/1/2007,151.92,767,16
12/1/2007,133.32,1070,16
1/1/2008,141.92,822,16
2/1/2008,137.52,1030,16
3/1/2008,114.12,1980,16
4/1/2008,93.86,2670,16
5/1/2008,93.72,2990,16
6/1/2008,104.52,2390,16
7/1/2008,143.62,714,16
8/1/2008,167.22,336,16
9/1/2008,176.62,95,16
10/1/2008,163.38,245,16
11/1/2008,148.17,651,16
12/1/2008,147.67,563,16
1/1/2009,145.02,797,16
2/1/2009,148.52,660,16
3/1/2009,146.32,469,16
4/1/2009,131.92,972,16
5/1/2009,86.22,4030,16
6/1/2009,114.72,1520,16
7/1/2009,183.12,76,16
8/1/2009,163.5,212,16
9/1/2009,174.32,201,16
10/1/2009,170.62,69,16
11/1/2009,154.72,690,16
12/1/2009,152.22,618,16
1/1/2010,149.62,760,16
2/1/2010,146.52,752,16
3/1/2010,151.02,535,16
4/1/2010,98.92,2270,16
5/1/2010,114.92,1340,16
6/1/2010,145.42,440,16
7/1/2010,177.72,67,16
8/1/2010,171.52,157,16
9/1/2010,182.72,35,16
10/1/2010,181.12,23,16
11/1/2010,155.52,637,16
12/1/2010,140.52,1110,16
1/1/2011,,773,16
2/1/2011,150.72,635,16
3/1/2011,154.32,406,16
4/1/2011,167.82,45,16
5/1/2011,163.22,290,16
6/1/2011,172.62,112,16
7/1/2011,188.82,14,16
8/1/2011,191.02,12,16
9/1/2011,184.92,40,16
10/1/2011,184.82,74,16
11/1/2011,149.62,998,16
12/1/2011,134.22,1060,16
1/1/2012,151.12,635,16
2/1/2012,147.32,720,16
3/1/2012,148.92,779,16
4/1/2012,136.12,775,16
5/1/2012,155.12,320,16
6/1/2012,176.72,92,16
7/1/2012,191.02,13,16
8/1/2012,187.32,40,16
9/1/2012,197.82,16,16
10/1/2012,194.72,7,16
11/1/2012,170.12,451,16
12/1/2012,148.02,723,16
1/1/2013,165.32,389,16
2/1/2013,158.32,444,16
3/1/2013,165.32,186,16
4/1/2013,171.82,137,16
5/1/2013,,132,16
6/1/2013,188.72,24,16
7/1/2013,191.12,20,16
8/1/2013,199.72,14,16
9/1/2013,148.72,1390,16
10/1/2013,172.22,158,16
11/1/2013,140.52,854,16
12/1/2013,148.12,619,16
1/1/2014,158.62,553,16
2/1/2014,156.92,539,16
3/1/2014,147.12,289,16
4/1/2014,173.42,99,16
5/1/2014,145.32,543,16
6/1/2014,174.52,130,16
7/1/2014,169.92,181,16
8/1/2014,173.82,73,16
9/1/2014,189.02,12,16
10/1/2014,179.32,105,16
11/1/2014,148.82,702,16
12/1/2014,141.42,812,16
1/1/2015,148.62,618,16
2/1/2015,140.12,779,16
3/1/2015,148.42,594,16
4/1/2015,163.52,210,16
5/1/2015,146.82,785,16
6/1/2015,124.32,1820,16
7/1/2015,149.52,463,16
8/1/2015,169.52,141,16
9/1/2015,187.02,17,16
10/1/2015,180.42,47,16
11/1/2015,137.42,1350,16
12/1/2015,109.82,1890,16
1/1/2016,144.92,665,16
2/1/2016,138.92,758,16
3/1/2016,130.42,783,16
4/1/2016,153.22,232,16
5/1/2016,142.32,798,16
6/1/2016,134.12,960,16
7/1/2016,178.32,92,16
8/1/2016,178.72,47,16
9/1/2016,190.42,25,16
10/1/2016,188.92,14,16
11/1/2016,155.22,534,16
12/1/2016,139.52,806,16
1/1/2017,133.62,1010,16
2/1/2017,130.92,1050,16
3/1/2017,112.72,1540,16
